Target,Cleaned
1,गधा झुट बोल्यो इन्काउटर नाम मान्छे मार्न पाईन्छ मुठभेड मान्छे हात ठाउ भाचिन्छ
0,साला दलाल
1,पुन्ने गौतम मानिस नम्बर झोले कुर याह बाट पुष्टि
1,कार्यक्रम आउनी सानो ठुलो नेता भ्रष्टाचारि काराबाही सुनिन्छ
1,चोर लाजै नलाग्ने
1,ज्योति वानियाँ कुलमन हेर अनि तालु हेर अनि तिनि सुनेर रगत उम्लन्छ यार तिर्दैनै रे सर्ब साधारन जनता लाइन काटेर मज्जा ऊध्योग सन्चालन नाफा लिन आएर तिर्दैनै खाए फाल्न नजान्ने मुला चोर दलाल ठग
1,अस्ती मुनकाे वृयपान नेपालीकाे हीत अरिङ्गाल अहिले गुठीपनि त्यही भन्दैछन कृश्यन भतुवा
1,वाला नेता रे छि छि छि छि लाज लाग्नु एउटा प्रश्न उत्तर दिन सोध्दा मोडछ खाते नेता कहिले नबोलाउनु
0,बिप्लव पनिं हेरेर बसेछः नठोकेर
1,हर्नेभरी बलात्कारि चोर डाँका सन्तान
0,पत्रकार सुशील जि प्रश्न ठिक छन
0,यहि भ्रष्टाचार अत्याचार दिनानु दिन फैलिदै कारण राज सस्था फर्काउनु अति आबस्यक
0,परिवार फरक भएपनि अधिबेशन कर्यान्ती शुरुआत सामेल भै युद्ध तयार आउदो निबाचन नेमकिपा जित्छ
1,लाज तेत्रो मान्छे कार्बही गरे सरकार
0,सोझा नेवार नियमन राजनीतिक पहुच मान्छे अघि लैए गुठी बिदयक
0,अनि सङ्गै मिलेर रबि सर रास्ट्र प्रमुख बनाउ यता हाजिर गरौ है
0,खाते अधिवक्ता दिनेश त्रिपाठी अावज सुन्न मन पर्दैन
1,देश सिधाकुरा जनतासङ लिएर आउने पत्रकार रबि लामिछाने सर भ्रष्ट बेइमान सुध्रिएर
0,रबि दाई ईन्ट्र्व्यु कहिले हेर्ने चाहना हेर्न पाईयो खुशि
1,शेरधन मन्त्री बाट उखेलेर फ्याक्ने आइडिया हाे
1,अझपनि रबि सर नराम्रो नेपाली हुनै सक्दैन
0,अरु न्युज भन्दापनि सुरुकाे मिनेट दिएकाे दम्दार प्रस्तुति चाहिँ गजब लाग्छ
0,आहा कति मिठो अनि स्पट तर्क रवीन्द्र दाजु
0,अनि रबिन्दर सर बोल्ने शैली जवाफ तरिका एक्दमै मन
1,उस्लाइलाइ जेल् हाली छानबिन गरीयन
1,थुक्क ककुरनि सावित्री तेरो कुन चाहिँ कार्यक्रम नेपाली जन्ता दिन्छन लाख लाख जन्ता जम्मा भन्छेस जना मान्छे जम्मा देखा हेरम खातिनी सावित्री
0,जहि सत्य जित जय रबि प्रष्ट सोधपुछ गरिदिनु होल
0,पाउनु भाग्यमानी ठान्छु मदन भन्डारी कोइ देखिएन देश बिकास
1,कस्तो कालोबजारी ब्यवसायि
0,छाती हान्ने काम
0,रातो कोट लाउने दम जाएज
0,रातो कोट लगाउने मित्र साह्रै मन झोले जुठेभात खाने खाते सुन्दा चै साच्चै पारो तातेर हौ
1,रबि दाई पहिला किशोर श्रेस्ठ कुकुर नङाउनु
1,रामहरि खतिवडा झुठ बोलि
1,साला धोति करेन्ट लगाएर जुत्ता माला कालो मोसो दलेर भारत लखेट्नुपर्छ
1,श्रद्धाञ्जली भन्न कति कञ्ज्युसाई
1,तिम् जन्ता थुलो बिस्वास घात गरे
1,भारत दलाल जना
0,डिसलाइक जाना रबि ज्यु हिरासत मन थिएछ खाते
0,नारायण सर हजुर मान्छे नेपाल नेपाली अभियान आउनुपर्यो
0,बम बहिनिलाइ खोर लगेर करेन्ट लगाउनु वास्तविक खोल्छन यिनि रुदै नाटक गर्दैछन
1,धन्यवाद पत्रकार सर यस्ता नलाएक पुलिस लाईं कार्बाई
0,रबिन्द्र ज्यु चाहिँ मन जित्ने अन्तरबार्ता
1,नसक्ने बर्दी लाए गुण्डा तिमि बाट आश
0,साबीत्री सवेदी मुख् फुट्ने हान्न मन् लाग्यो
0,सिक्नुस रबि लामिछाने सङ्
0,प्रतिपक्ष बसेर भएन माननीय जि
1,कस्तो पत्रु मान्छे नालायक धिक्कार होसा तेरो जीवन
1,बिकाश चोर भा बा भाड जाउ
1,ओली चम्चा घोकन्ते विद्यावाला खाते सोध्छ जेहोश ओली उखान टुक् सब रटेछ यस्तै गुं घोकन्ते पढेर गतिलो पढ्ने नेपाल इज्जत भा
0,रवि सर बिन्ती एकदिन प्रेम सन्जेल सरलाइ ल्याउनु उहा बाट दलाल पर्दाफास
0,रबि दाई आउदो चुनाव पाठि खोल्लुस जित्नु देस प्रधानमन्त्री बनाउने चाहाना
0,नेपाल काे सच्चा भगवान रवी दाई
1,खान नपाए भिकारी परेछ्न बा नराख्ने
1,नेपाल प्रहरी आधिकारिक गुण्डा संगठन
1,हगे गु खा
1,छि छि छि पुन्यप्रसाद पागल
1,सोम प्रसाद पाण्डे नम्बर दलाल यस्ता मिडिया नबोलाउनु कार्यक्रम विषय आर्को तिरा मोडिन्छ
1,जना जिउँदै जलाउनु बोली
1,देस लुटे पाप
0,हाे प्र भएर काम देखाउनु पर्याे नारायण मान ज्यू
1,ज्ञानेन्द्र शाही कस कारण यातना पाहुनु भो पत्रकार राजनिति पार्टी दलाल
1,कठैबरा घडिचोर कति झुठो बोल्छ यस् बाउ नाम लिए
1,भ्रष्टचारी टुंन्डिखेल ल्याएर झुन्ड्याएर गोलि ठोक्ने कानुन सम्सोधन
0,पायो तेहि हेडिङ नराख्नुस
1,गल्ती केहिनै नभन्ने कम से कम कम्जोरि स्विकार समस्या समाधान कता कता दूध नुहाउने काम गर्छ्न बाफ्रे
1,साला प्रहरी घुसिया
0,रबिन्द्र मीश्र ज्यु सहि लाग्यो
1,साला साबित्रा सुवेदी रन्डी कालो मोसो लगाएर परिक्रमा गराए हेर्न यकदम मन
0,सहि मन नेता
1,बर्दी लगा चोर पुलिस थुक्क तेरो बुदि
0,चौधरी ठिक
0,मूजि धमला जनता जान्न तै प्रचंडे देउवा ओली दलाली कति कमाईस्
1,येस्ता कुसस्कार नेता पुरा प्रस्न सुन्दैनन चित बुझ्दो जवफ दिदैनन
1,नेपरिस खड़कें पनी आईंस क़ेहि खुलक़याउदयनस तेरो ग्यारेंटी बलात्कार हुदैन गधा
0,चाहियेन गणतन्त्र सङगियाता डाका लुटेर सकिसके जनता करेइ कर आफु करोड् गाडी सयेल
0,राम्राे सर बिदेसी स्टाईल है बस नेपाल काड
1,मुला सोम पाणे पानी वोभानो बन्छ अनि काङ्ग्रेस फ्यारो उस्तै
1,सेरे बोली दैब लगे त्यों उहि
1,मान्छे फसाउन सारै सिपालु आईमाई यिनी
1,नेपाली आत्याचार
1,पित पत्रकार प्रतिस्ठा प्रती आँच आउने झुटो न्युज बनायो सोध्दैनौ
0,महान रबि ज्यु भबिष्य काम झनै उच्च रहुन्
1,चाहे नेता खाल हैन
1,ज्योति वानिया साले दहिचिउरे कुत्ता भ्रष्ट फताहा देश
0,कुन देस सङ्हियता काम रिसि जि बुज्नु आचार्य जि सहि
0,प्रहरी जला भनी पिर लाग्थियो गिनेद्र साही कुटे रेसम चौधरि सिधाान्त ठिक रैछ लाग्नु लागो
0,काम बिचार बुद्धिमान जनाता कदर
0,नेपाल राजा लाएर रबि लामिछाने प्रधानमन्त्री बनाउनुपर्छ जना देशभक्त दर्शक यता सापोर्ट गरिदिनु
1,चाटुकार पत्रुकार जस्ता नालायक नाक डाँडी भाँच्नु
0,भ्रष्टाचार नेताहरुलाइ खरो प्रश्न जनतालाइ सुसूचित गर्नुहोला
1,पोखरेल पा कुकुर काम नलाग्ने कुकुर रीबिज लागे टोक्यो र्याबिज सर्छ भनेर झुण्डाएर मर्दा फरक पर्दैन
0,अजा बुद्ध जन्म खुशी लगिरहे जय रबि दाई
1,राजिनामा
1,कुवा दुबेर मरे
1,मान्छे सहि
1,तोरी पत्रकार कहाँ बाट ल्यायो
1,पत्रकार खुरापाती
1,तिमि पत्रुकार हौ
0,नेता गाली गलोज मुर्खता
0,शुभकामना निरन्तर पाइला नपरी बर्दै जानू होल न्याय
0,लालिगुराँस रामकृष्ण ढकाल नेपाल उच्च अदालत रवि अदालत हामि सवै अदालत सम्मान स्वरुप लाईत
0,नेपाल रियल हिरो रबि दाइ साच्चा फ्यान जति कति यता हाजिर हुम
1,हिरासत यातना हैन प्रहरी भ्रष्टाचार प्रहरी आखा फुटे खुट्टा औला फुटने कुटपिट गरे यस्ता प्रहरी फासी
0,यस्तै ईमानदार अनि प्रखर बिज्ञ ब्यक्ति देस बिधा उथाउन जनता जुरमुराउनु आवस्यक देख्ने जति एता हाजिर गरुम
0,शुसिल भनाइ सहि
0,श्री श्री श्री रबि लामिछाने महाराजअधिराज सरकार बाट चाहिँ राष्ट्रिय टेलिभिजन बाट भ्रष्टाचारि टुंडिखेल राखेर उडेर गुडेर नाक डाँडी भाच्न मन चै लामिछाने हिट
1,डिजिटल समस्य झन बिकराल
1,बाहाना
0,अरु चोर डाका गरिव जनता रगत चुसेर खाने कुकुर
1,कांग्रेस कम्युनिष्ट नाम यि लुटेरा जतिसक्दो छिटो लखेटनु
1,खास भ्रष्टाचार नाइके तँ कुपात्र लाज नभ कुमान्छे घटीया विलायक तल्लोस्तर निच राजनितीक कुपात्र
1,चोरै चोर भये मिलेर खाऊँ भाले कस कारबाही
1,पत्रुकार रगत उम् कुन दिन पोखिन्छ सारै उग्ररूप उत्तेजित
1,याे सरकार अाफ्नाे खुट्टा अाफै बन्चरो हान्दैछ
0,रमेस खरेल बाट सिक पुलिस
0,सुशील सर चाहिँ तथ्य पुर्यायर नडराइ ढुक्क प्रश्न गरेकाे सारै मन
1,जसरी नेता धनाड्य बन्दै त्यसरी कृषक मजदुर कृषि उत्पादन उचित मुल्य नतोकिनु उचित पारिश्रमिक अनियन्त्रित अनुचित मुल्यबृद्दी झन गरिव बनिरहे छन
1,नेता स्वार्थी लोकतन्त्र संघीयता धर्म निरपेक्ष जनता पायौं
1,गगन गनगन भो
0,कार्यक्रम ल्याउनु एउ टा पत्रकार पिडा पत्रकार बहस चलाउनु जरुरी पक्राउ सैलि खुलेरै बिरोध गर्नुहोस
0,प्रधानमंत्री तपै करोड़ नेपाली जनता
0,कार्यक्रम हेरे देश अरु जना सच्चा देशभक्त थाहा
1,भ्रष्टचारी घुसखोरी कानुन दायरा लिएर राम धुलाई कसो मेयर ज्यु
1,जस् बिल तिर्दैन उस् लाइन कात्नु कति दिन ताकेता तेस भित्रा दिएन उद्द्योग जफत
1,क्यानडा नेपाल प्रोस्तोता खुब खाल्
1,विश्वास यीनी विश्वास लाग्दैन
1,न्युज फेसबुक पेज रबि लामिछाने दुस्मन नराम्रो कमेन्ट गरे दुख लाग्यो राजा साला राजाबादी रैइछ पायो त्यहि कमेन्ट हार्दिक श्रद्धाञ्जली
0,घर आफ्ना बा आमालाइ इन्कार अलछिना
1,पा झोले मुख हात्ती गेडा कोच्दीउ गणतन्त्र मुरादाबाद राजातन्त्र कति रमाईलो गण तन्त्र तनाव तनाव
0,राजा आउ देश बचाउ जय देश जय नरेश
1,आनन्द पोखरेल मान्छे पार्टी भ्रष्टाचारी नेता जोगाउन मरिहत्ते रहेछन
0,चाडैं बोलाउनु
1,डकैती सहकारी चाडो कारवाही होस रामकृष्ण ढकाल चाडो न्याय
0,राजतन्त्र आवश्यकता जय नेपाल राज देस प्राण प्यारो नेपाली रहौला कहाँ नेपालै नरहे
0,एक्दम खुसी भो मन सलाम
0,युवा देश चलाउनु नेपाल युवाकाे शात्तिकाे खाचो बढाउनुपर्छ नेपाल
0,कुकुर बिरला झगड़ा चोर बोलन लाज पनी
0,कुलमान पछी रास्ट्रपति हेर्ने रहर अरु काम चाहिदैन येति काम अरु कहिले सके कुलमान वा
0,धमला लेडा
1,महिना बिदेशी भित्रा सड्क भो नाङ्गा मरि रहे
1,जनता औठा छाप गवार संसद चूनेर पठायेछी यस्तै हून्छ
1,अचम्म लाग्छ भ्रष्टाचारी सुन्दा रिकार्ड फाइल रे हेन्ड ओभर कस् बाउ खेलायेर बसेकाथेउ
1,अनि मिडिया कति कमिसन ईन्टरभिउ लिए
1,पुन्य नरपशु घटना डाईबट
0,प्रदेस ल्याउनु बिजुली गाडी
1,इनि मिलिभगत कैले नेपाल बर्वाद पार्ने भो
1,पुलिस गिरि जतानि देखाउ
0,ऋषि धमलादाई सहि कूरा
1,देस् लडदा जिब्रो कातियो राष्ट्रपति भयेर माखो मारे हामि बुज्ने तै बुज्ने होस
0,रबि सर फ्यान अहिले मेयर चौधरी नेता देश
0,रबि पुलिस समातो रबि हत्यारा खुब चम्कियो एउ टा नरपिसाच किसोर श्रेष्ठ जन्तु भिडियाे मिडिया फैलाउने तेईहो भन्छन करोड जनता संखा गरे छन जन्तु माथी बुदासैनि हत्यारा तेइहो भनेर तेस समातियेन
0,जीत जनता सहयोग मिल्ने
0,विश्व शक्तिशाली राष्ट्र प्रमुख नेपाल पाल्नु सानो हैन
1,बिरोध नहोलान मुख्यपात्र अहिले त्यही गुठी चल अचल सम्पती माथी रजाइ हरुनै रजाइ नपाइने भो भनेर सडक आयर रोय बुझ्नु
1,नेता स्वार्थी सिस्टम जाँदै ढुक्क हुनुस ब्यवस्था काम लाग्दैन सुशील जि
1,बेकुफ दोक्लाम इजरायल प्रश्न गरे
1,प्रहरि बर्दी बेइजत कति दिन ओठे जबाफ दिन्छौ
1,राज्य आफैं अन्तरास्ट्रिय क्रिश्चियन एजेन्ट बनेर होलिवाइन सम्मेलन कोरिएन क्रिश्चियन बिश्वबिद्धालय क्रिश्चियन धर्म फैलाउन सहयोग गरेबापत भनेर दिय पदवी थाप्छ क्रिश्चियन धर्मपरिवर्तन लगानी संस्था दर्ता यहि सरकार नेपाल परंरागत धर्म संस्कृति रितिरिवाज जोगाउँछ भन्नू एउ टा बेकुफी सम्पुर्ण सनातन धर्मावलम्बी सडक आउनुपर्छ
0,होस भारत मन्त्री स्वागत गरे खुशी लाग्यो
0,शब॔प्रथम रिशी सर बधाई भरशटाचारी जानकारी दिय जती चिचयपनी जिमेवारी लिनु परछ
1,करोड नेपाली जनता तलब नखायर बचे छन नेपाल पुलिस आर्मी जनामुत्ति सेना बर्ष तलब खायर लडे थीए बन्दुक बिप्लप हईना सरकार हान महान मान्निछ नेपाल छिट्टै शान्ति आउने
1,लाज नभा रास्ट्रपती मदन भन्डारी तेसै
1,माओ भुक्ने हुन्न काम छैन्न
1,धोती प्राध्यापक प्रेसर हाइ भएर यस्ता मुख सु अनि लेडिस पेन्टी पेन्टी घाँटी झुन्डएर काठमाडौं रिङ रोड घुमाउनु
0,रातो कोट जिन्दावाद निलोकोट मुर्दावाद
0,पट्क साझा पार्टी
1,अत्ति भ्रष्टाचारि नाक हड्डी मार्दिनु
0,हिरासत प्रहरि हिर्काउछ बिना कसुर भोगेकोछु
1,विश्वराज पुराण लगाएर बस्नलायक मान्छे घुस ख्वाएर पुलिस छिरे
1,पुन्य झोले कान जाली फुट हान्नु
0,तपाई प्रश्न साेध्नु तपाई बिधि सम्मत जानु उत्तर नअाए राजेन्द्र जि
0,निखिल नेपाली नः दिराे बिचार माहान
1,सोम पान्डे बोल्यो पारो तात्तेर आउछ
1,लालि गुराँस जस्ताे राष्ट्रिय फुलकाे बिजेत सहकारि याे सहकारि अागाे लगाउनु यस्ताे चाेर दलाल सहकारि चाहियकाे
1,छि छि थुक्क रास्ट्रपति औकात अलिकती सरम लाज देश खोक्क्रो बनायो मुजि बाहुन बाहुनी
0,युबराज कोईराल जस्ता व्यक्ति देश
1,हैन पुनने मीडिया भाउ दिन्छन् बा
1,पुण्य गौतम जड्या कस कस लाग्छ
1,कमाउनिस्ट लूटतन्त्र अन्त्य निश्चिति
1,चोर डाका
1,तेरि डाकाहाे खाअाे खाअाे अपराधि हाे
1,यस्ता नेकपा कार्यकर्ता पार्टी गनाऊ यस्ता अहीलेनै टीपेर फालाै
1,नेपाल सबैभन्दा शक्तिशाली संस्था प्रधानमन्त्री खल्ली सम्बधित भ्रष्टाचार प्रमाण छानविन लामो लाग्दो
1,छिमेकी घृणा फैलाउने यस्ता कुप्रबृति
0,रबि दाई हजुर मिनेट भनाई जिउ कडा शरिर रौ ठाडा हजुर सलाम
0,सुशील सरकाे कार्यक्रम चाहिँ नेपाल काे नं कार्यक्रम हाे
1,मंगाेल बढन नदिने खतरनाक खेल
1,राष्ट्रपति बोल्ने सैलि तेहि कति बर्ष राष्ट्रपति बल्ल सुन्नो देउवा बोलि एत्रो बर्ष काहाँ गयकिथियौ बिद्या भण्डारी ज्यू
1,प्रधानमन्त्री हावा क्मेडी रास्ट्रपति गरिमामय पद् हावा बोल्ने सैलिइ अनि नेपाल् भुत्रो बन्छ
0,आरोप प्रत्यारोप पर्दैन पार्टी नेता चोरै चोर छन
0,ऋषि बाबू अलिक बिस्तारै बोल्न सकिन्न बहिरो
1,खाते पाता फर्काएर चुट्नु सहि सहि ओकल्छ बुद्ध नाम कलंक फैलाउने कुजात
1,प्रबक्ता हल्का गलत तरिका भनाई
0,बौलाहा अत्तो पत्तो चिच्याउनु सत्य तथ्य पक्ष उभिनु
1,बाख्रा चोरेर खादा चुपचाप बसे नेपाली जनता अनि आसा गगने बाट राष्ट्रघाती माधवकुमार बोल्यौ तिम् नेपाली जनता मान्दैनन् खोला बेचुवा अनुयायी
1,मदन भण्डारी नबुझेर नारायणी हुत्याउनु भो केपी जि बुझ्नु
0,राजतन्त्रवादि देखिए होसियास है रबि सर
1,नेकपा लाउरे कहाँ कहाँ लगेर बिसयान्तर
1,राजेश हमाल दाइ कता जानू
1,धिक्कर सन्स्कारबिहिन राष्ट्रपती
1,थुक्क रन्दी हेर लाज पचाउन रोए नाटक गरे
1,पुलिस चै झुठो लाग्यो है अनि पुलिस लापरवाही तेस्तै लग्छ बा चाल खेल राजनिती है अगाडी अनुसन्धान निस्किन्छ चाल खेल होस राजनीति होस सत्ते तथ्थे तेति
1,सम्मेलन ग़लत ग़लत
1,यातना दिन आउदैन बोलाइयोस
0,सुशील जी क्या तरिका प्रश्न फयान भय
1,साथी रिशी नहेरौ अहिले प्रधानमन्त्री झोले
0,सोध्ने तरिका कडा छन कार्यक्रम राम्रै बोलेर हुदैन काम देखाउनुस
1,भन्न मजाक उडाउन रास्ट्रपति नहुने मर्याद कुरो
0,सिधाकुरा जनता कार्यक्रम पूरा युनिट अनि रवि लामिछाने दाजु विश्वास
0,द्वारी लाल उत्कृष्ठ जनप्रतिनीधी बोले गरे गरे
1,याहाँ लाटो देश बाठो तन्देरी भनेजस्तो भो
0,हे प्रभु रबि लामिछाने नेपाल प्रधानमन्त्री बनाईदेउ
1,देश भाइरस पत्रुकार सुची रबिन्द्र
0,टस मस नहुने कुलमान आएर चोरी खाने उद्योगी तेल निकलीएछ जय कुलमान
1,देस जनता हालत अति आजित भो
1,देश समृध्दि बनाउने रबि हात चाहाना चाडै प्रधानमन्त्री भएर साल भ्रष्ट नेता कर्मचारी जेल हाल्नु
1,सोम खाते दलाल जहा भेट्यो तेही कालो मोसो दलेर जुत्ता माला लगाएर सहर घुमाउनु यस्ता दलाल ल्याएर जनता यस्ता नरपशु अनुहार नदेखाउनु
1,मुन मुत खाको चोर गूठी सकेनन्
0,गान्धी मण्डेला खोज्न जानु पर्दैन नेपाल जन्मिसके रबि लामिछाने नेपाल गान्धी मण्डेला सप्पै
0,बिचलित आत्मा चोट परे ईटहरी मियर कानुन प्रती तिनि कार्बही बधाई मियर सर
1,पानी माथी ओभानो खोज्या प्रहरी
0,सहि कुरो मेयर जु छोडनु हुदैन भ्रष्ट दलाल झोले खान नपाएर आरोप तपाई काम प्रतिक गर्व सलाम ज्ञानेन्द्र साही सुरेन्द्र सर बालकृष्ण आम जन्ता दिनेछो
0,महिला पन्छे बाजा सहित रबि दाइ स्यागत
0,गगन कुरो सहि
0,पत्रकार नजिक सिधै नाक डाडि भाचिदिन्थे
0,गौतम बुद्द सधै जन्मिदैनन वाला लाइन मन छोयो
1,वल्तकार हत्या खुलेआम डुलिरहे तिनिहरुलाइ समात
1,जाहा सरकार प्रहरी प्रसाशन अदालत न्याय पाउँदैन भनेर बुझे
0,सुशील पान्डे सर साच्चै माहान पत्रकार वाउ कडा
1,लास्ट सोम पान्डे गधा बोले सुन्नैमन थीयन झन तेही खाते बोल्यो
1,सत्ये देस प्रधानमन्त्री रबि लामिछाने गुनु बुढा यमराज अंश देस
1,एउटा बन्जन बुद्ध बनाउने देबक ओटा एउटा लुटगर्नी लुटेरा
1,बालुवाटार जाग्गा किन्न हुन्न जग्गा सरकार थाहा नभए कस्तो घाँस घसणी पौडेल
1,दुइ जना बाहुन भु माफिया एजेन्ट
0,ठिक मेयर साहब पत्रकार महोदय कहा देख्नु गरीब जनता सुनवाइ
1,नेपाल पत्रकार कोहि स्वतन्त्र छैनन दुइ पैसा गिदि सब था
0,सपोर्ट बिना राष्ट्र अमन चयन प्राप्त सक्तैन पालो अरु बाट सपोर्ट लिने अरु पालो सपोर्ट बानी विकास यसैमै कल्याण जय
0,सम्ब्रिद्धि हाम्रै पाला सम्भब रवि प्रधान मंत्री
1,देश विश्व गरीब देश बनाउनी जिम् बाउन लिए रैछ
0,सिधा जन्तासग रबि सर रेस्क्यु टिम गरे काम मन भित्रदेखिनै हर्स आँसु कोहि कार्यक्रम हेर्नुभये
1,आम्दानि श्रोत भ्रटचार
1,छि छि फता ऋाषि
1,आखिर नेता सेर धन देखायछ औकात
1,बाउन नेपाल श्राप नर्क जाने निश्चित
0,चुप साला चाटुकार पत्रुझार
1,सरकारी संयन्त्र प्रबक्ता काम झुट बोल्ने
1,भ्रष्टाचारि चलबलाउनु ठिकै
1,हाल नेपाल राजनीति यस्ता शोसक व्यक्ति हिजो माओवादी जन्मियो विप्लव जन्मिए भोलि जन्मन बाध्य
1,योगि नरहरिनाथ उहिल्यै घोषणा गरे रहेछ्न कलियुग अन्त राक्षस ब्राह्मण कुल जन्म लिएर आउनेछ्न
1,स्वतन्त्र तम्रा बिरुद्द खेद प्रकट नगर्ने दलाल भ्रष्ट
0,ऋषि धमल घाटि टाई देख्दा टाइ अर्थ केलाग्छ भनेर सोदनु पत्रकार ज्यु
0,निडर हुनुस् सलाम सोच भय नेता पाउदैन
1,माओबादी पोलिश मारे ड्याम ड्याम बिप्लव सुरु भो पोलिस मार्न
0,अतिनै खुशी लाग्यो हजुर आवज निउज हेर्दा खुसी सिमना रबि भाई हजुर धन्यबाद्
0,हे भ्रष्ट चोर लाज लाग्दैन
1,बाहुन च्याउ खाए पो स्वाद गुठि नभए बाहुन गुठि कर्म मर्म थाहा अनपढ बाहुन निल्दिन्छ
1,कम्युनिस्ट जति शिक्षित जंगली रहेछन
1,श्रीमान रगत बेच्ने देश बेच्नु ठूलो
1,सनातन धर्म मास्ने योजना विधेक
1,यस्ता नेता चिहान तताउने बेल
1,गेट बाट छिर्न दिएन हामि डन्ठे
0,जस्ल्रे मेयर भनाई सहि
0,धन्यवाद युबराज कोइराला ज्यु
0,ऋषि धमलालाइ देख्दा यस् प्रश्न सोधाइ तरिका सुन्दा उडेर गएर यस् नाक डाडी फुटालि दिउ लाग्छ
1,चित्तबुझ्दो सुरेन्द्र सर
1,जस् थाउ पाये तेहि जस् गोजि भर्ने काम जन्ता हित कहिले बिकास गरेन नेपाल नेता खाली जन्ता लुत्ने काम
0,ठिक गगन दाइ
0,भबिसेय प्रधानमन्त्री रबि सर जिन्दावाद अाफनो धोको यहि यकचोटि रबि सर प्रधानमन्त्री भय हेर्ने ठुलो धोका
1,याे सति सरापेकाे देश हाे
1,त्येस्ता पित पत्रकारिता नाक कानुन बचाउला नाक जोगाउन नैतिकता
0,बल्ल ऋषि सर जय रबि भाई
1,पत्रकार गलति लागछ
1,यिनि भ्रष्ट हिजो चप्पल बजाउदै काठमाडौ छिरे बर्ष काठमाडौ आलिसान भवन बन्छ
1,रीसि जी बरता बोल्नु
0,सरकार रबि हिरा बेलै चिन्नु
0,कुलमान देश होनहार महान मानब मनोबल घटाउने सवै कुकुर जसरी घाँटी च्यापेर पैसा उठाउनु भ्रस्टाचार पल्के कुकुर
0,येशू ख्रीष्ट परमेश्वर पुत्र विश्वास अनन्त जीवन प्रतिज्ञा
1,केशब बडाल अरु चोर नेकपा साला अनुहार हेर्यो साइत बिग्रन्छ चोर
0,रबि दाइ बोली कति गहकिला छन
1,कानुनी कारवही भरसटचारी उमकिन जालझेल
1,कम्युनिस्ट जता हिंसा बलात्कार हत्या
1,मुला खुब भन्नलाइ दलाल किरा परोस खाना नपाउने
0,रबि सर नेपाल आगो लाक्छ
1,चुप बसिस अहिले
0,आँट भा जनप्रतिनिधि सलाम पक्ष करोड जनता
0,सुरेन्द्र सर सहि
0,राष्ट्र सपूत रबि लामिछाने जति यता हाजिर
1,शेरधन साँच्चि यौन हिंसा गरे छाला तारेर भित्ता टांग्नु
1,तोते नेता ज्यू काँग्रेस डुवाउन थाले
1,क्राङ्रेस नेता चोर
1,नेता होईन झोले देस स्थिती पुगे
0,सहि हुनुन्छ मेयर जिउ
0,नेपाली दुख बुझ्ने गरिव दुखि आँसु पुच्छिने रवि दाइ
0,रबि तपाई धैरै खुशी लाग्यो
1,रन्डी छोरा नेपाली प्रहरी हिमत जस्ता सच्चाँ नेपाली दे बर्दि
0,हिजडा नेता बोकाइदिए भारी बोके नेपाल प्रयोगशाला बनाए
1,मुजि नेवार हरुहो मुजि बाहुन नेता काटेर मारन हौ मुजि
1,भालुनी सावित्री कुकुरनी मिले आजा प्रक्षया थाहा निर्माल बहिनी बलत्कार लगाउने यनि भलु पहिला जाती आन्दोलान गरे यनि नाटक आजा बल थाहा
1,भ्रष्टाचारी घुस्खोरी नेपाल प्रहरी भाला मत्तितेल लगाएर टिकापुर जीउँदै आगो लगाउनुपर्छ जनता
0,याे हाे देश जनता मागेकाे नेताकाे लाइन
1,खुसी नेपाल सरकार टलि बस लताकिङ्ग बनाउने खै
1,हाँ हाँ साले चोर भष्ट् बिनालगानि उधोग संन्चालन देश ख्रोक्रो पारेउ सब युवा बिदेश पलायन बाध्यबनायेउ खाँअो खाँअो कति सजिलो गफ गरन
0,याे मुजि धमलाकाे अनुहार हेर्न मन लाग्दैन
1,साला पून्य कहिले मर्छ कुकूर भूके भूक्छ
1,पि एच डि जति मान्छे बौदिकता भुस तिघ्रे पो
1,झुट खेती तिमरु कुरो पत्याउने जति तिमर भरौटे खात
1,विदेशि पालुवा पत्रकार
0,भ्रष्टाचारीकाे साताे उडाइदिनुस मेयर ज्यू सम्पूर्ण जनताकाे अवश्य रहन्छ
1,कम्युनिष्ट होली वाइन खाएर उन्मत्त मुन नाम दानव नाजायज सन्तान अन्त्य नजिक
1,विश्वराज पाेर्खेल झुटकाे खेति गरिरकाे
0,एकाग्रता सोच बिकास अन्तर्वाता दिनुहोस
0,लाएन कात्छौ भबिस्य भनेर हास्ने चोर चोरी मुद्दा हाल्नु कुल्मान सर हजुर
0,पत्रकार प्रस्न गराई अति सं
0,परिवार बाट पुरै भोट रबि जी
1,राजा आउँछ नेपाली सेना शाही सेना नेपाल प्रहरी ज्ञानेन्द्र प्रहरी नेपाल यरलाइन्स शाही बायुसेवा निगम जात भात छुवाछूत बाहुन छेत्री राजा नम नम हिड्छ गणतन्त्र नपचे बाहुन
0,कुलमान सर जिन्दावाद कुलमान पसोट
1,पोख्रेल प्रवक्ता ईन्टर्भ्यु हेरि सकियो माहा फटाहा रैछ
1,येस्तै नेपाल सरकारी सम्मपती थन्काउने अनी निजी लगानी मीलेमतो कमीशन खेल अनी सरकारी कम्पनी धरासाई बनाउने थन्काइदीने वाहा हाम्रा नेता लाज सरम पचे
